Customer Postal Code;Customer Key;Customer ID;Customer Name;Customer Segment;Customer City;State Key;Customer State;Customer Region
21044;2108;JB-16000;Joy Bell-;Consumer;Columbia;19;Maryland;East
31907;2109;JB-16045;Julia Barnett;Home Office;Columbus;10;Georgia;South
91911;2110;JB-16045;Julia Barnett;Home Office;Chula Vista;4;California;West
6810;2111;JB-16045;Julia Barnett;Home Office;Danbury;6;Connecticut;East
43229;2112;JB-16045;Julia Barnett;Home Office;Columbus;34;Ohio;East
19120;2113;JB-16045;Julia Barnett;Home Office;Philadelphia;37;Pennsylvania;East
90032;2114;JC-15340;Jasper Cacioppo;Consumer;Los Angeles;4;California;West
10024;2115;JC-15340;Jasper Cacioppo;Consumer;New York City;31;New York;East
19120;2116;JC-15340;Jasper Cacioppo;Consumer;Philadelphia;37;Pennsylvania;East
92503;2117;JC-15340;Jasper Cacioppo;Consumer;Riverside;4;California;West
98031;2118;JC-15385;Jenna Caffey;Consumer;Kent;46;Washington;West
78207;2119;JC-15775;John Castell;Consumer;San Antonio;42;Texas;Central
32303;2120;JC-15775;John Castell;Consumer;Tallahassee;9;Florida;South
31204;2121;JC-15775;John Castell;Consumer;Macon;10;Georgia;South
10011;2122;JC-15775;John Castell;Consumer;New York City;31;New York;East
30318;2123;JC-15775;John Castell;Consumer;Atlanta;10;Georgia;South
19143;2124;JC-15775;John Castell;Consumer;Philadelphia;37;Pennsylvania;East
90032;2125;JC-15775;John Castell;Consumer;Los Angeles;4;California;West
98115;2126;JC-15775;John Castell;Consumer;Seattle;46;Washington;West
19711;2127;JC-15775;John Castell;Consumer;Newark;7;Delaware;East
27707;2128;JC-16105;Julie Creighton;Corporate;Durham;32;North Carolina;South
30318;2129;JC-16105;Julie Creighton;Corporate;Atlanta;10;Georgia;South
90045;2130;JC-16105;Julie Creighton;Corporate;Los Angeles;4;California;West
14609;2131;JC-16105;Julie Creighton;Corporate;Rochester;31;New York;East
55407;2132;JC-16105;Julie Creighton;Corporate;Minneapolis;22;Minnesota;Central
75019;2133;JD-15790;John Dryer;Consumer;Coppell;42;Texas;Central
32216;2134;JD-15790;John Dryer;Consumer;Jacksonville;9;Florida;South
90049;2135;JD-15790;John Dryer;Consumer;Los Angeles;4;California;West
77070;2136;JD-15790;John Dryer;Consumer;Houston;42;Texas;Central
7109;2137;JD-15790;John Dryer;Consumer;Belleville;29;New Jersey;East
19140;2138;JD-15895;Jonathan Doherty;Corporate;Philadelphia;37;Pennsylvania;East
7109;2139;JD-15895;Jonathan Doherty;Corporate;Belleville;29;New Jersey;East
10035;2140;JD-15895;Jonathan Doherty;Corporate;New York City;31;New York;East
90045;2141;JD-15895;Jonathan Doherty;Corporate;Los Angeles;4;California;West
90036;2142;JD-15895;Jonathan Doherty;Corporate;Los Angeles;4;California;West
29203;2143;JD-15895;Jonathan Doherty;Corporate;Columbia;39;South Carolina;South
89115;2144;JD-15895;Jonathan Doherty;Corporate;Las Vegas;27;Nevada;West
92503;2145;JD-15895;Jonathan Doherty;Corporate;Riverside;4;California;West
23223;2146;JD-15895;Jonathan Doherty;Corporate;Richmond;45;Virginia;South
10024;2147;JD-15895;Jonathan Doherty;Corporate;New York City;31;New York;East
60610;2148;JD-16015;Joy Daniels;Consumer;Chicago;12;Illinois;Central
10009;2149;JD-16015;Joy Daniels;Consumer;New York City;31;New York;East
98115;2150;JD-16015;Joy Daniels;Consumer;Seattle;46;Washington;West
60653;2151;JD-16015;Joy Daniels;Consumer;Chicago;12;Illinois;Central
19120;2152;JD-16015;Joy Daniels;Consumer;Philadelphia;37;Pennsylvania;East
43615;2153;JD-16015;Joy Daniels;Consumer;Toledo;34;Ohio;East
94109;2154;JD-16060;Julia Dunbar;Consumer;San Francisco;4;California;West
77095;2155;JD-16060;Julia Dunbar;Consumer;Houston;42;Texas;Central
55901;2156;JD-16060;Julia Dunbar;Consumer;Rochester;22;Minnesota;Central
55407;2157;JD-16150;Justin Deggeller;Corporate;Minneapolis;22;Minnesota;Central
19140;2158;JD-16150;Justin Deggeller;Corporate;Philadelphia;37;Pennsylvania;East
53209;2159;JD-16150;Justin Deggeller;Corporate;Milwaukee;48;Wisconsin;Central
19711;2160;JD-16150;Justin Deggeller;Corporate;Newark;7;Delaware;East
10011;2161;JD-16150;Justin Deggeller;Corporate;New York City;31;New York;East
92037;2162;JD-16150;Justin Deggeller;Corporate;San Diego;4;California;West
90008;2163;JD-16150;Justin Deggeller;Corporate;Los Angeles;4;California;West
83301;2164;JD-16150;Justin Deggeller;Corporate;Twin Falls;11;Idaho;West
12180;2165;JE-15475;Jeremy Ellison;Consumer;Troy;31;New York;East
10801;2166;JE-15475;Jeremy Ellison;Consumer;New Rochelle;31;New York;East
98103;2167;JE-15475;Jeremy Ellison;Consumer;Seattle;46;Washington;West
10024;2168;JE-15475;Jeremy Ellison;Consumer;New York City;31;New York;East
92037;2169;JE-15475;Jeremy Ellison;Consumer;San Diego;4;California;West
77095;2170;JE-15475;Jeremy Ellison;Consumer;Houston;42;Texas;Central
53209;2171;JE-15610;Jim Epp;Corporate;Milwaukee;48;Wisconsin;Central
33801;2172;JE-15610;Jim Epp;Corporate;Lakeland;9;Florida;South
90036;2173;JE-15610;Jim Epp;Corporate;Los Angeles;4;California;West
3301;2174;JE-15610;Jim Epp;Corporate;Concord;28;New Hampshire;East
30318;2175;JE-15610;Jim Epp;Corporate;Atlanta;10;Georgia;South
92105;2176;JE-15610;Jim Epp;Corporate;San Diego;4;California;West
90049;2177;JE-15610;Jim Epp;Corporate;Los Angeles;4;California;West
80020;2178;JE-15715;Joe Elijah;Consumer;Broomfield;5;Colorado;West
88001;2179;JE-15715;Joe Elijah;Consumer;Las Cruces;30;New Mexico;West
77041;2180;JE-15715;Joe Elijah;Consumer;Houston;42;Texas;Central
98115;2181;JE-15715;Joe Elijah;Consumer;Seattle;46;Washington;West
28205;2182;JE-15715;Joe Elijah;Consumer;Charlotte;32;North Carolina;South
44105;2183;JE-15715;Joe Elijah;Consumer;Cleveland;34;Ohio;East
10009;2184;JE-15715;Joe Elijah;Consumer;New York City;31;New York;East
77070;2185;JE-15715;Joe Elijah;Consumer;Houston;42;Texas;Central
28110;2186;JE-15715;Joe Elijah;Consumer;Monroe;32;North Carolina;South
90049;2187;JE-15715;Joe Elijah;Consumer;Los Angeles;4;California;West
38109;2188;JE-15745;Joel Eaton;Consumer;Memphis;41;Tennessee;South
77070;2189;JE-15745;Joel Eaton;Consumer;Houston;42;Texas;Central
43055;2190;JE-15745;Joel Eaton;Consumer;Newark;34;Ohio;East
80027;2191;JE-15745;Joel Eaton;Consumer;Louisville;5;Colorado;West
41042;2192;JE-15745;Joel Eaton;Consumer;Florence;16;Kentucky;South
20852;2193;JE-15745;Joel Eaton;Consumer;Rockville;19;Maryland;East
79109;2194;JE-15745;Joel Eaton;Consumer;Amarillo;42;Texas;Central
95123;2195;JE-15745;Joel Eaton;Consumer;San Jose;4;California;West
92037;2196;JE-15745;Joel Eaton;Consumer;San Diego;4;California;West
72701;2197;JE-15745;Joel Eaton;Consumer;Fayetteville;3;Arkansas;South
92054;2198;JE-15745;Joel Eaton;Consumer;Oceanside;4;California;West
60423;2199;JE-15745;Joel Eaton;Consumer;Frankfort;12;Illinois;Central
90036;2200;JE-15745;Joel Eaton;Consumer;Los Angeles;4;California;West
53132;2201;JE-16165;Justin Ellison;Corporate;Franklin;48;Wisconsin;Central
95695;2202;JE-16165;Justin Ellison;Corporate;Woodland;4;California;West
29406;2203;JE-16165;Justin Ellison;Corporate;North Charleston;39;South Carolina;South
90008;2204;JF-15190;Jamie Frazer;Consumer;Los Angeles;4;California;West
37604;2205;JF-15190;Jamie Frazer;Consumer;Johnson City;41;Tennessee;South
6040;2206;JF-15190;Jamie Frazer;Consumer;Manchester;6;Connecticut;East
10024;2207;JF-15190;Jamie Frazer;Consumer;New York City;31;New York;East
90805;2208;JF-15190;Jamie Frazer;Consumer;Long Beach;4;California;West
19134;2209;JF-15190;Jamie Frazer;Consumer;Philadelphia;37;Pennsylvania;East
10035;2210;JF-15190;Jamie Frazer;Consumer;New York City;31;New York;East
98103;2211;JF-15295;Jason Fortune-;Consumer;Seattle;46;Washington;West
48310;2212;JF-15295;Jason Fortune-;Consumer;Sterling Heights;21;Michigan;Central
84321;2213;JF-15295;Jason Fortune-;Consumer;Logan;43;Utah;West
75023;2214;JF-15295;Jason Fortune-;Consumer;Plano;42;Texas;Central
90036;2215;JF-15295;Jason Fortune-;Consumer;Los Angeles;4;California;West
78745;2216;JF-15355;Jay Fein;Consumer;Austin;42;Texas;Central
92105;2217;JF-15355;Jay Fein;Consumer;San Diego;4;California;West
29203;2218;JF-15355;Jay Fein;Consumer;Columbia;39;South Carolina;South
14609;2219;JF-15355;Jay Fein;Consumer;Rochester;31;New York;East
91104;2220;JF-15355;Jay Fein;Consumer;Pasadena;4;California;West
21215;2221;JF-15355;Jay Fein;Consumer;Baltimore;19;Maryland;East
10024;2222;JF-15415;Jennifer Ferguson;Consumer;New York City;31;New York;East
98105;2223;JF-15415;Jennifer Ferguson;Consumer;Seattle;46;Washington;West
89431;2224;JF-15415;Jennifer Ferguson;Consumer;Sparks;27;Nevada;West
99207;2225;JF-15415;Jennifer Ferguson;Consumer;Spokane;46;Washington;West
63301;2226;JF-15415;Jennifer Ferguson;Consumer;Saint Charles;24;Missouri;Central
60653;2227;JF-15415;Jennifer Ferguson;Consumer;Chicago;12;Illinois;Central
98105;2228;JF-15490;Jeremy Farry;Consumer;Seattle;46;Washington;West
85281;2229;JF-15490;Jeremy Farry;Consumer;Tempe;2;Arizona;West
90032;2230;JF-15490;Jeremy Farry;Consumer;Los Angeles;4;California;West
94122;2231;JF-15490;Jeremy Farry;Consumer;San Francisco;4;California;West
43229;2232;JF-15490;Jeremy Farry;Consumer;Columbus;34;Ohio;East
30605;2233;JF-15490;Jeremy Farry;Consumer;Athens;10;Georgia;South
6708;2234;JF-15490;Jeremy Farry;Consumer;Waterbury;6;Connecticut;East
97206;2235;JF-15490;Jeremy Farry;Consumer;Portland;36;Oregon;West
10009;2236;JF-15490;Jeremy Farry;Consumer;New York City;31;New York;East
60653;2237;JF-15490;Jeremy Farry;Consumer;Chicago;12;Illinois;Central
75081;2238;JF-15565;Jill Fjeld;Consumer;Dallas;42;Texas;Central
28314;2239;JF-15565;Jill Fjeld;Consumer;Fayetteville;32;North Carolina;South
19120;2240;JF-15565;Jill Fjeld;Consumer;Philadelphia;37;Pennsylvania;East
94110;2241;JF-15565;Jill Fjeld;Consumer;San Francisco;4;California;West
23602;2242;JF-15565;Jill Fjeld;Consumer;Newport News;45;Virginia;South
62521;2243;JF-15565;Jill Fjeld;Consumer;Decatur;12;Illinois;Central
78207;2244;JF-15565;Jill Fjeld;Consumer;San Antonio;42;Texas;Central
10024;2245;JF-15565;Jill Fjeld;Consumer;New York City;31;New York;East
98198;2246;JG-15115;Jack Garza;Consumer;Des Moines;46;Washington;West
28205;2247;JG-15115;Jack Garza;Consumer;Charlotte;32;North Carolina;South
28540;2248;JG-15115;Jack Garza;Consumer;Jacksonville;32;North Carolina;South
90049;2249;JG-15160;James Galang;Consumer;Los Angeles;4;California;West
7060;2250;JG-15160;James Galang;Consumer;Plainfield;29;New Jersey;East
42071;2251;JG-15160;James Galang;Consumer;Murray;16;Kentucky;South
10024;2252;JG-15160;James Galang;Consumer;New York City;31;New York;East
11561;2253;JG-15160;James Galang;Consumer;Long Beach;31;New York;East
83201;2254;JG-15160;James Galang;Consumer;Pocatello;11;Idaho;West
30318;2255;JG-15160;James Galang;Consumer;Atlanta;10;Georgia;South
77041;2256;JG-15160;James Galang;Consumer;Houston;42;Texas;Central
70506;2257;JG-15160;James Galang;Consumer;Lafayette;17;Louisiana;South
2908;2258;JG-15310;Jason Gross;Corporate;Providence;38;Rhode Island;East
79762;2259;JG-15310;Jason Gross;Corporate;Odessa;42;Texas;Central
43055;2260;JG-15310;Jason Gross;Corporate;Newark;34;Ohio;East
90805;2261;JG-15310;Jason Gross;Corporate;Long Beach;4;California;West
90032;2262;JG-15310;Jason Gross;Corporate;Los Angeles;4;California;West
10024;2263;JG-15805;John Grady;Corporate;New York City;31;New York;East
13021;2264;JG-15805;John Grady;Corporate;Auburn;31;New York;East
75217;2265;JG-15805;John Grady;Corporate;Dallas;42;Texas;Central
62521;2266;JG-15805;John Grady;Corporate;Decatur;12;Illinois;Central
84604;2267;JG-15805;John Grady;Corporate;Provo;43;Utah;West
92105;2268;JG-15805;John Grady;Corporate;San Diego;4;California;West
27217;2269;JH-15430;Jennifer Halladay;Consumer;Burlington;32;North Carolina;South
97504;2270;JH-15430;Jennifer Halladay;Consumer;Medford;36;Oregon;West
44105;2271;JH-15430;Jennifer Halladay;Consumer;Cleveland;34;Ohio;East
33012;2272;JH-15430;Jennifer Halladay;Consumer;Hialeah;9;Florida;South
44240;2273;JH-15820;John Huston;Consumer;Kent;34;Ohio;East
60610;2274;JH-15820;John Huston;Consumer;Chicago;12;Illinois;Central
48640;2275;JH-15820;John Huston;Consumer;Midland;21;Michigan;Central
10009;2276;JH-15820;John Huston;Consumer;New York City;31;New York;East
49423;2277;JH-15820;John Huston;Consumer;Holland;21;Michigan;Central
28110;2278;JH-15820;John Huston;Consumer;Monroe;32;North Carolina;South
90032;2279;JH-15910;Jonathan Howell;Consumer;Los Angeles;4;California;West
60623;2280;JH-15910;Jonathan Howell;Consumer;Chicago;12;Illinois;Central
77070;2281;JH-15910;Jonathan Howell;Consumer;Houston;42;Texas;Central
74133;2282;JH-15910;Jonathan Howell;Consumer;Tulsa;35;Oklahoma;Central
45231;2283;JH-15910;Jonathan Howell;Consumer;Cincinnati;34;Ohio;East
30318;2284;JH-15910;Jonathan Howell;Consumer;Atlanta;10;Georgia;South
33407;2285;JH-15910;Jonathan Howell;Consumer;West Palm Beach;9;Florida;South
48601;2286;JH-15985;Joseph Holt;Consumer;Saginaw;21;Michigan;Central
98115;2287;JH-15985;Joseph Holt;Consumer;Seattle;46;Washington;West
98103;2288;JH-15985;Joseph Holt;Consumer;Seattle;46;Washington;West
90278;2289;JH-15985;Joseph Holt;Consumer;Redondo Beach;4;California;West
94109;2290;JH-15985;Joseph Holt;Consumer;San Francisco;4;California;West
28027;2291;JH-15985;Joseph Holt;Consumer;Concord;32;North Carolina;South
81001;2292;JH-16180;Justin Hirsh;Consumer;Pueblo;5;Colorado;West
97030;2293;JH-16180;Justin Hirsh;Consumer;Gresham;36;Oregon;West
10035;2294;JH-16180;Justin Hirsh;Consumer;New York City;31;New York;East
19140;2295;JH-16180;Justin Hirsh;Consumer;Philadelphia;37;Pennsylvania;East
90004;2296;JJ-15445;Jennifer Jackson;Consumer;Los Angeles;4;California;West
53186;2297;JJ-15445;Jennifer Jackson;Consumer;Waukesha;48;Wisconsin;Central
60623;2298;JJ-15445;Jennifer Jackson;Consumer;Chicago;12;Illinois;Central
10035;2299;JJ-15445;Jennifer Jackson;Consumer;New York City;31;New York;East
19711;2300;JJ-15445;Jennifer Jackson;Consumer;Newark;7;Delaware;East
22153;2301;JJ-15760;Joel Jenkins;Home Office;Springfield;45;Virginia;South
77036;2302;JJ-15760;Joel Jenkins;Home Office;Houston;42;Texas;Central
94122;2303;JK-15205;Jamie Kunitz;Consumer;San Francisco;4;California;West
43302;2304;JK-15205;Jamie Kunitz;Consumer;Marion;34;Ohio;East
33012;2305;JK-15205;Jamie Kunitz;Consumer;Hialeah;9;Florida;South
22204;2306;JK-15205;Jamie Kunitz;Consumer;Arlington;45;Virginia;South
14304;2307;JK-15205;Jamie Kunitz;Consumer;Niagara Falls;31;New York;East
75220;2308;JK-15325;Jason Klamczynski;Corporate;Dallas;42;Texas;Central
8401;2309;JK-15325;Jason Klamczynski;Corporate;Atlantic City;29;New Jersey;East
90032;2310;JK-15325;Jason Klamczynski;Corporate;Los Angeles;4;California;West
90805;2311;JK-15370;Jay Kimmel;Consumer;Long Beach;4;California;West
19143;2312;JK-15370;Jay Kimmel;Consumer;Philadelphia;37;Pennsylvania;East
94122;2313;JK-15370;Jay Kimmel;Consumer;San Francisco;4;California;West
33180;2314;JK-15370;Jay Kimmel;Consumer;Miami;9;Florida;South
92105;2315;JK-15370;Jay Kimmel;Consumer;San Diego;4;California;West
93727;2316;JK-15370;Jay Kimmel;Consumer;Fresno;4;California;West
35810;2317;JK-15370;Jay Kimmel;Consumer;Huntsville;1;Alabama;South
10035;2318;JK-15370;Jay Kimmel;Consumer;New York City;31;New York;East
98115;2319;JK-15625;Jim Karlsson;Consumer;Seattle;46;Washington;West
43229;2320;JK-15625;Jim Karlsson;Consumer;Columbus;34;Ohio;East
98502;2321;JK-15625;Jim Karlsson;Consumer;Olympia;46;Washington;West
10024;2322;JK-15625;Jim Karlsson;Consumer;New York City;31;New York;East
19120;2323;JK-15625;Jim Karlsson;Consumer;Philadelphia;37;Pennsylvania;East
39212;2324;JK-15625;Jim Karlsson;Consumer;Jackson;23;Mississippi;South
10009;2325;JK-15640;Jim Kriz;Home Office;New York City;31;New York;East
98105;2326;JK-15640;Jim Kriz;Home Office;Seattle;46;Washington;West
44105;2327;JK-15640;Jim Kriz;Home Office;Cleveland;34;Ohio;East
44107;2328;JK-15640;Jim Kriz;Home Office;Lakewood;34;Ohio;East
19120;2329;JK-15640;Jim Kriz;Home Office;Philadelphia;37;Pennsylvania;East
10011;2330;JK-15640;Jim Kriz;Home Office;New York City;31;New York;East
92404;2331;JK-15640;Jim Kriz;Home Office;San Bernardino;4;California;West
94110;2332;JK-15640;Jim Kriz;Home Office;San Francisco;4;California;West
28806;2333;JK-15730;Joe Kamberova;Consumer;Asheville;32;North Carolina;South
28540;2334;JK-15730;Joe Kamberova;Consumer;Jacksonville;32;North Carolina;South
36608;2335;JK-15730;Joe Kamberova;Consumer;Mobile;1;Alabama;South
77036;2336;JK-15730;Joe Kamberova;Consumer;Houston;42;Texas;Central
43229;2337;JK-15730;Joe Kamberova;Consumer;Columbus;34;Ohio;East
75007;2338;JK-15730;Joe Kamberova;Consumer;Carrollton;42;Texas;Central
94521;2339;JK-15730;Joe Kamberova;Consumer;Concord;4;California;West
60653;2340;JK-15730;Joe Kamberova;Consumer;Chicago;12;Illinois;Central
60016;2341;JK-15730;Joe Kamberova;Consumer;Des Plaines;12;Illinois;Central
95240;2342;JK-15730;Joe Kamberova;Consumer;Lodi;4;California;West
68104;2343;JK-16090;Juliana Krohn;Consumer;Omaha;26;Nebraska;Central
97477;2344;JK-16090;Juliana Krohn;Consumer;Springfield;36;Oregon;West
40214;2345;JK-16090;Juliana Krohn;Consumer;Louisville;16;Kentucky;South
60505;2346;JK-16120;Julie Kriz;Home Office;Aurora;12;Illinois;Central
55122;2347;JK-16120;Julie Kriz;Home Office;Eagan;22;Minnesota;Central
19134;2348;JK-16120;Julie Kriz;Home Office;Philadelphia;37;Pennsylvania;East
92105;2349;JK-16120;Julie Kriz;Home Office;San Diego;4;California;West
10009;2350;JK-16120;Julie Kriz;Home Office;New York City;31;New York;East
60653;2351;JK-16120;Julie Kriz;Home Office;Chicago;12;Illinois;Central
78745;2352;JK-16120;Julie Kriz;Home Office;Austin;42;Texas;Central
33311;2353;JK-16120;Julie Kriz;Home Office;Fort Lauderdale;9;Florida;South
75043;2354;JK-16120;Julie Kriz;Home Office;Garland;42;Texas;Central
77036;2355;JL-15130;Jack Lebron;Consumer;Houston;42;Texas;Central
92503;2356;JL-15130;Jack Lebron;Consumer;Riverside;4;California;West
43130;2357;JL-15130;Jack Lebron;Consumer;Lancaster;34;Ohio;East
28403;2358;JL-15130;Jack Lebron;Consumer;Wilmington;32;North Carolina;South
38301;2359;JL-15130;Jack Lebron;Consumer;Jackson;41;Tennessee;South
10801;2360;JL-15130;Jack Lebron;Consumer;New Rochelle;31;New York;East
38401;2361;JL-15175;James Lanier;Home Office;Columbia;41;Tennessee;South
85224;2362;JL-15175;James Lanier;Home Office;Chandler;2;Arizona;West
94110;2363;JL-15175;James Lanier;Home Office;San Francisco;4;California;West
89502;2364;JL-15175;James Lanier;Home Office;Reno;27;Nevada;West
37421;2365;JL-15175;James Lanier;Home Office;Chattanooga;41;Tennessee;South
60623;2366;JL-15235;Janet Lee;Consumer;Chicago;12;Illinois;Central
19711;2367;JL-15235;Janet Lee;Consumer;Newark;7;Delaware;East
10035;2368;JL-15235;Janet Lee;Consumer;New York City;31;New York;East
90049;2369;JL-15235;Janet Lee;Consumer;Los Angeles;4;California;West
34741;2370;JL-15235;Janet Lee;Consumer;Kissimmee;9;Florida;South
10035;2371;JL-15505;Jeremy Lonsdale;Consumer;New York City;31;New York;East
48640;2372;JL-15505;Jeremy Lonsdale;Consumer;Midland;21;Michigan;Central
10550;2373;JL-15505;Jeremy Lonsdale;Consumer;Mount Vernon;31;New York;East
77070;2374;JL-15505;Jeremy Lonsdale;Consumer;Houston;42;Texas;Central
92683;2375;JL-15505;Jeremy Lonsdale;Consumer;Westminster;4;California;West
57401;2376;JL-15505;Jeremy Lonsdale;Consumer;Aberdeen;40;South Dakota;Central
92691;2377;JL-15835;John Lee;Consumer;Mission Viejo;4;California;West
10011;2378;JL-15835;John Lee;Consumer;New York City;31;New York;East
90049;2379;JL-15835;John Lee;Consumer;Los Angeles;4;California;West
28205;2380;JL-15835;John Lee;Consumer;Charlotte;32;North Carolina;South
19120;2381;JL-15835;John Lee;Consumer;Philadelphia;37;Pennsylvania;East
48205;2382;JL-15835;John Lee;Consumer;Detroit;21;Michigan;Central
90045;2383;JL-15835;John Lee;Consumer;Los Angeles;4;California;West
10024;2384;JL-15835;John Lee;Consumer;New York City;31;New York;East
43229;2385;JL-15835;John Lee;Consumer;Columbus;34;Ohio;East
40475;2386;JL-15835;John Lee;Consumer;Richmond;16;Kentucky;South
94122;2387;JL-15835;John Lee;Consumer;San Francisco;4;California;West
19134;2388;JL-15850;John Lucas;Consumer;Philadelphia;37;Pennsylvania;East
98105;2389;JL-15850;John Lucas;Consumer;Seattle;46;Washington;West
94122;2390;JL-15850;John Lucas;Consumer;San Francisco;4;California;West
10035;2391;JL-15850;John Lucas;Consumer;New York City;31;New York;East
85204;2392;JL-15850;John Lucas;Consumer;Mesa;2;Arizona;West
77095;2393;JL-15850;John Lucas;Consumer;Houston;42;Texas;Central
28205;2394;JM-15250;Janet Martin;Consumer;Charlotte;32;North Carolina;South
10009;2395;JM-15250;Janet Martin;Consumer;New York City;31;New York;East
90032;2396;JM-15250;Janet Martin;Consumer;Los Angeles;4;California;West
21215;2397;JM-15250;Janet Martin;Consumer;Baltimore;19;Maryland;East
28314;2398;JM-15250;Janet Martin;Consumer;Fayetteville;32;North Carolina;South
77340;2399;JM-15250;Janet Martin;Consumer;Huntsville;42;Texas;Central
10024;2400;JM-15265;Janet Molinari;Corporate;New York City;31;New York;East
48187;2401;JM-15265;Janet Molinari;Corporate;Canton;21;Michigan;Central
90036;2402;JM-15265;Janet Molinari;Corporate;Los Angeles;4;California;West
98115;2403;JM-15265;Janet Molinari;Corporate;Seattle;46;Washington;West
60653;2404;JM-15265;Janet Molinari;Corporate;Chicago;12;Illinois;Central
19143;2405;JM-15535;Jessica Myrick;Consumer;Philadelphia;37;Pennsylvania;East
90036;2406;JM-15535;Jessica Myrick;Consumer;Los Angeles;4;California;West
93309;2407;JM-15535;Jessica Myrick;Consumer;Bakersfield;4;California;West
90712;2408;JM-15535;Jessica Myrick;Consumer;Lakewood;4;California;West
10035;2409;JM-15535;Jessica Myrick;Consumer;New York City;31;New York;East
10011;2410;JM-15535;Jessica Myrick;Consumer;New York City;31;New York;East
28110;2411;JM-15580;Jill Matthias;Consumer;Monroe;32;North Carolina;South
80538;2412;JM-15580;Jill Matthias;Consumer;Loveland;5;Colorado;West
90045;2413;JM-15580;Jill Matthias;Consumer;Los Angeles;4;California;West
21215;2414;JM-15580;Jill Matthias;Consumer;Baltimore;19;Maryland;East
98105;2415;JM-15580;Jill Matthias;Consumer;Seattle;46;Washington;West
8302;2416;JM-15655;Jim Mitchum;Corporate;Bridgeton;29;New Jersey;East
88220;2417;JM-15655;Jim Mitchum;Corporate;Carlsbad;30;New Mexico;West
85301;2418;JM-15655;Jim Mitchum;Corporate;Glendale;2;Arizona;West
44052;2419;JM-15655;Jim Mitchum;Corporate;Lorain;34;Ohio;East
90032;2420;JM-15655;Jim Mitchum;Corporate;Los Angeles;4;California;West
14701;2421;JM-15865;John Murray;Consumer;Jamestown;31;New York;East
85023;2422;JM-15865;John Murray;Consumer;Phoenix;2;Arizona;West
44312;2423;JM-15865;John Murray;Consumer;Akron;34;Ohio;East
90036;2424;JM-15865;John Murray;Consumer;Los Angeles;4;California;West
89115;2425;JM-15865;John Murray;Consumer;Las Vegas;27;Nevada;West
76903;2426;JM-15865;John Murray;Consumer;San Angelo;42;Texas;Central
22204;2427;JM-15865;John Murray;Consumer;Arlington;45;Virginia;South
90004;2428;JM-16195;Justin MacKendrick;Consumer;Los Angeles;4;California;West
13601;2429;JM-16195;Justin MacKendrick;Consumer;Watertown;31;New York;East
94109;2430;JM-16195;Justin MacKendrick;Consumer;San Francisco;4;California;West
45011;2431;JM-16195;Justin MacKendrick;Consumer;Hamilton;34;Ohio;East
84020;2432;JM-16195;Justin MacKendrick;Consumer;Draper;43;Utah;West
92630;2433;JM-16195;Justin MacKendrick;Consumer;Lake Forest;4;California;West
19711;2434;JM-16195;Justin MacKendrick;Consumer;Newark;7;Delaware;East
80013;2435;JM-16195;Justin MacKendrick;Consumer;Aurora;5;Colorado;West
28403;2436;JM-16195;Justin MacKendrick;Consumer;Wilmington;32;North Carolina;South
40214;2437;JM-16195;Justin MacKendrick;Consumer;Louisville;16;Kentucky;South
19140;2438;JO-15145;Jack O'Briant;Corporate;Philadelphia;37;Pennsylvania;East
94110;2439;JO-15145;Jack O'Briant;Corporate;San Francisco;4;California;West
40475;2440;JO-15145;Jack O'Briant;Corporate;Richmond;16;Kentucky;South
90008;2441;JO-15145;Jack O'Briant;Corporate;Los Angeles;4;California;West
84020;2442;JO-15145;Jack O'Briant;Corporate;Draper;43;Utah;West
53132;2443;JO-15145;Jack O'Briant;Corporate;Franklin;48;Wisconsin;Central
30605;2444;JO-15145;Jack O'Briant;Corporate;Athens;10;Georgia;South
98103;2445;JO-15145;Jack O'Briant;Corporate;Seattle;46;Washington;West
14215;2446;JO-15145;Jack O'Briant;Corporate;Buffalo;31;New York;East
90004;2447;JO-15280;Jas O'Carroll;Consumer;Los Angeles;4;California;West
90049;2448;JO-15280;Jas O'Carroll;Consumer;Los Angeles;4;California;West
59801;2449;JO-15280;Jas O'Carroll;Consumer;Missoula;25;Montana;West
19120;2450;JO-15280;Jas O'Carroll;Consumer;Philadelphia;37;Pennsylvania;East
38109;2451;JO-15280;Jas O'Carroll;Consumer;Memphis;41;Tennessee;South
92037;2452;JO-15280;Jas O'Carroll;Consumer;San Diego;4;California;West
19013;2453;JO-15550;Jesus Ocampo;Home Office;Chester;37;Pennsylvania;East
98105;2454;JO-15550;Jesus Ocampo;Home Office;Seattle;46;Washington;West
68104;2455;JO-15550;Jesus Ocampo;Home Office;Omaha;26;Nebraska;Central
95661;2456;JO-15550;Jesus Ocampo;Home Office;Roseville;4;California;West
94109;2457;JO-15550;Jesus Ocampo;Home Office;San Francisco;4;California;West
11572;2458;JP-15460;Jennifer Patt;Corporate;Oceanside;31;New York;East
8701;2459;JP-15460;Jennifer Patt;Corporate;Lakewood;29;New Jersey;East
85301;2460;JP-15460;Jennifer Patt;Corporate;Glendale;2;Arizona;West
10035;2461;JP-15460;Jennifer Patt;Corporate;New York City;31;New York;East
10009;2462;JP-15460;Jennifer Patt;Corporate;New York City;31;New York;East
77041;2463;JP-15460;Jennifer Patt;Corporate;Houston;42;Texas;Central
